host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,about_length,days_hosting,num_verifications,num_amenities
within a few hours,1,1,t,1,t,t,Entire home/apt,6,1 bath,2,3,70,28,60,4,4,5,121,221,6,0,4.98,4.99,5,5,4.98,4.95,4.97,t,5.41,0,2209,4,54
within an hour,1,0.99,t,1,t,t,Entire home/apt,4,1 bath,2,1,106,1,30,2,19,45,320,535,111,9,4.78,4.88,4.86,4.96,4.95,4.9,4.83,f,9.51,0,2836,8,32
within an hour,0.97,0.99,t,2,t,t,Entire home/apt,5,1 bath,2,3,163,1,10,8,27,52,327,475,79,8,4.82,4.9,4.91,4.97,4.97,4.86,4.77,f,14.83,120,2337,7,34
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,1,1,123,1,1125,8,28,51,326,325,59,6,4.96,4.95,4.99,4.98,4.99,4.91,4.94,t,8.67,0,2187,4,18
within a day,0.7,0.67,f,4,t,t,Entire home/apt,2,1 bath,1,1,90,30,180,3,27,56,56,148,3,0,4.84,4.93,4.86,4.9,4.86,4.99,4.82,f,2.61,77,3065,4,19
within an hour,1,1,f,1,t,t,Private room,2,1 private bath,1,1,91,2,10,2,2,2,2,34,6,2,4.97,4.91,4.82,4.94,5,4.94,4.97,f,0.93,0,2140,8,29
within a few hours,1,0,f,1,t,t,Entire home/apt,2,1 bath,1,0,60,30,180,1,1,16,291,12,0,0,4.67,4.83,4.42,5,5,4.5,4.75,f,0.22,0,2402,7,27
within an hour,1,0.96,t,1,t,t,Entire home/apt,2,1 bath,1,3,131,3,1125,4,26,52,52,171,44,4,4.89,4.93,4.98,4.95,4.94,4.99,4.94,f,45,103,3086,8,22
within a day,1,0.77,t,1,t,f,Entire home/apt,2,1 bath,1,1,95,3,30,9,25,41,228,144,10,1,4.87,4.88,4.95,4.99,4.99,4.92,4.9,f,2.39,18,2812,5,59
within an hour,1,0.94,t,2,t,t,Private room,2,1 private bath,1,1,169,2,21,2,8,22,112,287,29,3,4.98,4.98,4.98,4.98,4.99,4.98,4.95,f,4.52,49,3691,4,48
within a few hours,1,0.78,f,2,t,f,Entire home/apt,10,2 baths,3,4,268,3,1125,9,25,52,327,12,0,0,5,4.88,4.88,5,5,4.88,5,f,0.35,107,2109,2,35
within an hour,1,0.99,t,2,t,t,Entire home/apt,2,1 bath,1,1,295,2,1125,17,43,69,328,110,30,4,4.94,4.96,4.98,4.94,5,5,4.85,t,110,39,2422,5,18
within an hour,1,0.99,t,1,t,t,Entire home/apt,4,1 bath,2,2,125,2,1125,6,11,26,297,296,61,5,4.94,4.91,4.97,4.98,4.97,4.9,4.92,f,5.22,83,2485,8,36
within a few hours,1,0.95,t,3,t,f,Entire home/apt,4,1 bath,1,2,114,2,30,2,22,42,309,39,12,2,4.72,4.79,4.54,4.87,4.82,4.82,4.69,f,0.58,42,2138,3,13
within an hour,1,1,t,1,t,t,Entire home/apt,4,2 baths,2,2,195,2,16,17,34,55,330,24,11,1,4.92,4.96,5,4.96,4.88,4.92,4.88,f,0.36,0,2092,5,38
within an hour,1,1,t,3,t,f,Private room,2,1 private bath,1,1,83,2,7,28,58,88,363,59,15,2,4.93,4.97,4.95,4.95,4.95,4.84,4.9,t,12.55,70,2077,5,33
within an hour,1,0.95,t,2,t,t,Entire home/apt,4,2 baths,2,2,175,2,1125,0,0,0,0,102,15,2,4.98,4.97,4.99,5,4.99,4.9,4.94,t,1.51,77,2074,8,36
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,1,120,3,31,0,21,42,314,240,28,3,4.87,4.96,4.97,4.96,4.92,4.85,4.88,t,3.85,119,2486,4,44
within an hour,1,0.93,t,1,t,f,Entire home/apt,6,2 baths,3,3,121,7,90,8,20,38,128,102,9,0,4.79,4.84,4.8,4.96,4.88,4.85,4.87,f,2.73,0,2067,2,52
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,2,3,127,2,60,9,21,27,104,96,14,4,4.95,4.99,4.98,5,4.98,4.95,4.93,f,1.89,0,2147,6,41
within an hour,1,1,t,1,t,t,Private room,2,1.5 baths,1,1,160,2,1125,2,2,15,290,109,6,0,4.95,4.99,4.98,5,4.97,4.94,4.94,t,2.97,0,2060,8,26
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,133,2,1125,14,30,60,240,248,48,5,4.97,4.98,4.98,5,5,4.97,4.93,t,5.59,72,3362,4,29
within a day,1,0.5,t,1,t,t,Entire home/apt,6,2.5 baths,3,4,250,4,270,0,0,0,232,61,1,0,5,4.97,4.98,5,4.98,4.78,4.91,f,1.65,94,2894,4,32
within a few hours,0.87,0.73,f,6,t,t,Entire home/apt,3,1 bath,1,1,105,1,1125,19,49,79,354,420,56,4,4.86,4.94,4.81,4.96,4.97,4.87,4.96,f,8.1,79,2296,4,29
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,124,2,14,9,34,51,319,57,18,6,4.91,4.98,4.96,4.96,4.89,5,4.89,t,0.84,0,2653,5,26
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,2,2,160,2,1125,13,33,58,304,212,41,2,4.94,4.94,4.93,4.98,4.98,4.87,4.89,t,6.01,96,2231,4,27
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,99,1,1125,2,9,20,264,772,119,5,4.84,4.89,4.86,4.95,4.93,4.9,4.75,t,31.77,0,2569,4,29
within an hour,1,1,t,2,t,f,Entire home/apt,4,1 bath,1,2,191,2,1125,12,33,63,338,161,33,4,4.88,4.92,4.91,4.94,4.96,4.98,4.78,t,2.84,47,2997,5,33
within a few hours,1,1,t,1,t,f,Entire home/apt,4,2 baths,2,2,120,30,362,20,21,29,304,188,23,0,4.91,4.94,4.84,4.99,4.99,4.94,4.72,f,2.84,15,2051,4,37
within an hour,1,0.99,t,2,t,t,Private room,1,1 private bath,1,1,39,1,3,1,17,47,47,97,10,1,4.82,4.92,4.93,4.98,4.93,4.92,4.69,f,1.58,42,3002,7,31
within an hour,1,0.97,t,3,t,t,Private room,6,1 bath,1,3,90,3,3,1,1,1,1,118,1,0,4.9,4.95,4.98,4.95,4.92,4.83,4.88,f,1.77,30,2582,5,17
within an hour,1,0.97,t,1,t,t,Entire home/apt,8,2 baths,3,4,400,3,1125,20,34,55,327,97,19,1,4.94,4.92,4.96,4.99,4.9,4.78,4.72,f,3.29,0,2031,7,38
within an hour,1,0.99,t,1,t,t,Entire home/apt,4,2 baths,2,2,500,1,1124,0,5,17,212,364,103,10,4.99,4.98,4.95,5,4.99,4.95,4.85,f,22.38,0,2073,7,40
within an hour,1,1,t,1,t,t,Entire home/apt,6,3 baths,3,3,450,2,90,13,39,59,94,78,7,0,4.97,4.97,5,4.97,5,4.96,4.91,t,1.19,20,3378,4,39
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,3,138,1,1125,2,10,25,115,478,113,9,4.91,4.96,4.94,4.99,4.95,4.93,4.8,f,478,57,2382,6,32
within an hour,1,1,f,2,t,t,Private room,2,1 shared bath,1,2,197,2,6,27,57,87,362,36,9,0,4.83,4.86,4.89,4.97,4.92,4.94,4.77,f,0.59,20,2239,6,40
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,114,2,1125,0,0,0,0,81,41,6,5,4.99,5,5,5,5,4.98,t,4.76,160,2011,5,38
within an hour,1,1,t,6,t,t,Entire home/apt,10,2 baths,3,7,228,2,45,11,33,63,338,417,56,4,4.87,4.95,4.8,4.96,4.94,4.9,4.91,t,6.42,33,2008,8,34
within a few hours,1,0.98,f,2,t,t,Private room,5,1.5 baths,1,4,97,2,180,0,27,57,57,48,24,0,4.63,4.65,4.23,4.88,4.85,4.85,4.73,t,1.34,104,2380,7,54
within an hour,1,0.98,f,4,t,f,Entire home/apt,7,1 bath,3,3,234,1,365,13,32,53,265,481,69,3,4.72,4.74,4.68,4.93,4.89,4.63,4.62,t,19.58,76,2708,4,33
within a day,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,136,30,90,0,21,51,231,145,5,0,4.88,4.9,4.9,4.99,4.93,4.94,4.74,f,2.24,30,1999,7,42
within an hour,1,1,f,0,t,t,Entire home/apt,2,1 bath,1,1,118,2,30,12,42,72,72,221,47,3,4.72,4.85,4.85,4.95,4.94,4.79,4.74,t,7.68,0,2990,8,19
within an hour,1,0.97,t,1,t,t,Entire home/apt,3,1 bath,1,2,143,2,14,7,30,50,140,204,18,5,4.94,4.95,4.98,5,5,4.92,4.87,t,3.81,52,1990,8,51
within an hour,1,1,t,1,t,t,Entire home/apt,4,2 baths,3,2,154,2,7,0,0,0,0,90,13,0,4.99,4.99,5,4.99,4.98,4.87,4.94,f,1.58,125,2747,5,52
within a few hours,0.69,0.98,f,7,t,t,Shared room,3,2.5 shared baths,1,1,33,1,365,21,51,81,218,84,19,0,4.65,4.82,4.54,4.89,4.82,4.9,4.8,t,2.06,34,3767,8,23
within an hour,1,1,t,3,t,t,Entire home/apt,4,1 bath,1,2,128,1,1125,1,14,31,279,458,94,4,4.92,4.97,4.94,4.98,4.98,4.98,4.85,t,7.47,0,2546,5,27
within an hour,1,0.95,t,2,t,t,Entire home/apt,4,1 bath,1,2,119,3,1125,1,22,52,232,212,18,1,4.96,4.95,4.99,5,5,4.89,4.93,t,4.08,37,1986,6,30
within an hour,1,1,t,3,t,t,Entire home/apt,4,1 bath,1,1,195,1,1124,2,8,22,281,497,101,8,4.97,4.98,4.99,4.99,4.98,4.97,4.84,t,12.14,18,3452,5,21
within an hour,1,1,f,1,t,t,Entire home/apt,4,1 bath,2,2,167,3,1125,3,17,47,201,7,4,0,4.71,5,4.86,5,5,5,4.71,t,0.11,18,2674,8,40
within an hour,1,0.88,t,1,t,t,Entire home/apt,2,1 bath,1,1,164,2,1125,8,27,52,317,166,27,0,4.98,4.99,5,5,4.99,4.91,4.85,f,3.04,110,2691,8,47
within an hour,1,1,t,2,t,f,Private room,2,1 private bath,1,1,131,1,90,0,16,46,63,143,6,0,4.97,4.99,4.98,5,5,4.94,4.96,t,2.3,10,1967,8,41
within an hour,1,1,t,1,t,f,Entire home/apt,6,1 bath,3,3,146,2,1125,12,36,66,202,132,19,0,4.93,4.98,4.94,4.99,4.98,4.8,4.91,f,6.06,0,1965,4,34
within an hour,1,1,f,2,t,t,Entire home/apt,2,1 bath,1,1,131,2,1125,6,28,55,145,206,50,2,4.75,4.86,4.91,4.92,4.87,4.82,4.69,f,4.34,99,3513,4,32
within an hour,1,0.86,f,1,t,t,Entire home/apt,2,1 bath,1,1,96,1,31,6,24,45,45,155,6,3,4.86,4.88,4.93,4.99,4.96,4.79,4.83,t,2.92,10,2792,8,28
within an hour,1,1,f,2,t,t,Entire home/apt,6,2 baths,2,2,188,2,90,4,19,36,126,220,48,4,4.68,4.81,4.86,4.89,4.82,4.86,4.62,f,8.18,99,3513,4,29
within a day,0.8,0.27,f,1,t,t,Entire home/apt,2,1 bath,1,1,40,30,360,13,13,29,29,106,1,1,4.57,4.74,4.46,4.96,4.96,4.86,4.81,f,1.64,69,3646,6,29
within a few hours,1,0.8,t,2,t,t,Entire home/apt,4,1.5 baths,2,2,200,3,1125,10,35,54,329,27,4,1,4.85,4.96,4.88,4.96,5,5,4.77,f,0.42,0,2634,5,23
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,99,1,1125,15,20,20,20,231,50,5,4.97,4.97,4.98,5,4.99,4.92,4.91,t,4.19,62,1950,8,29
within an hour,0.93,0.99,f,2,t,t,Entire home/apt,2,1 bath,1,1,82,2,30,10,33,63,338,251,51,2,4.7,4.75,4.71,4.95,4.95,4.94,4.64,f,6.68,24,2270,5,28
within a few hours,0.96,0.93,t,7,t,t,Private room,2,1 private bath,1,1,109,2,90,9,34,64,334,37,20,4,4.65,4.81,4.89,4.81,4.78,4.94,4.92,t,0.61,31,3011,8,27
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,1,1,62,2,1125,3,3,3,77,164,14,1,4.89,4.94,4.98,4.98,4.99,4.82,4.88,f,3.46,75,2084,6,30
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,89,2,30,6,28,58,333,379,51,5,4.86,4.92,4.8,4.97,4.94,4.95,4.85,t,8.51,101,3021,8,28
within a day,0.9,0.96,t,1,t,t,Entire home/apt,4,2 baths,2,2,124,3,60,8,23,48,48,235,36,3,4.9,4.96,4.93,4.99,4.92,4.84,4.87,f,4.33,78,2037,5,26
a few days or more,0.33,0.5,f,1,t,t,Entire home/apt,2,1 bath,1,1,41,29,90,5,5,5,32,27,1,0,4.5,4.48,4.46,4.92,4.96,4.84,4.28,f,0.42,0,3255,5,30
within an hour,1,1,t,1,t,t,Entire home/apt,6,2 baths,2,2,157,3,1125,7,31,61,315,119,32,4,4.92,4.94,4.82,4.98,4.97,4.95,4.88,t,1.95,9,2506,5,33
within an hour,1,0.99,t,3,t,t,Entire home/apt,4,1 bath,1,2,105,3,30,9,27,40,315,223,35,2,4.86,4.95,4.83,4.97,4.98,4.87,4.87,t,5.15,103,2478,8,36
within an hour,1,1,t,2,t,t,Entire home/apt,4,1 bath,2,3,136,3,120,3,3,5,5,183,12,3,4.87,4.92,4.91,4.98,4.97,4.59,4.81,f,4.61,65,2016,7,52
within an hour,1,1,t,1,t,t,Entire home/apt,4,1.5 baths,2,2,301,3,1125,0,27,45,225,69,14,2,4.99,5,5,4.99,5,4.84,4.96,f,1.11,25,2292,4,58
within an hour,1,1,t,3,t,t,Entire home/apt,2,1 bath,1,3,151,30,365,0,0,0,0,28,0,0,4.96,4.74,4.96,5,5,4.81,4.76,f,0.45,61,3851,5,27
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,2,2,120,4,1125,0,0,20,110,34,13,0,4.91,4.94,4.94,5,5,4.94,4.91,f,0.92,0,1915,3,29
within a few hours,1,0.8,f,1,t,t,Entire home/apt,2,1 bath,1,1,60,30,1125,0,26,56,331,2,1,1,5,5,5,5,5,5,5,f,0.05,0,2858,10,33
within an hour,1,1,t,3,t,t,Entire home/apt,4,1 bath,1,1,118,1,1125,0,16,30,285,473,100,6,4.9,4.94,4.94,4.97,4.98,4.98,4.8,t,9.26,0,2546,5,26
within an hour,1,0.97,t,1,t,t,Private room,2,1 private bath,1,1,113,2,1125,17,38,63,153,126,22,2,4.98,5,5,4.98,4.99,4.94,4.95,f,2.16,228,2234,8,56
within an hour,1,0.99,t,2,t,t,Entire home/apt,2,1 bath,1,1,127,2,1125,1,19,45,314,376,67,6,4.95,4.98,4.98,4.95,4.99,4.98,4.87,t,15.69,42,3002,7,29
within an hour,1,0.99,t,1,t,t,Entire home/apt,4,1 bath,1,2,44,1,1125,9,28,55,55,448,100,9,4.75,4.89,4.79,4.92,4.89,4.9,4.88,t,10.8,38,2053,6,30
within an hour,1,0.98,f,0,t,t,Entire home/apt,6,2 baths,4,4,140,2,1125,13,26,44,285,175,18,0,4.46,4.51,4.35,4.92,4.81,4.55,4.6,t,2.77,277,1896,7,27
within an hour,1,0.99,t,1,t,t,Entire home/apt,6,2 baths,3,3,214,2,1125,15,37,60,240,108,15,0,4.8,4.87,4.79,4.96,4.96,4.8,4.78,f,1.91,71,2326,7,51
within a few hours,0.94,0.63,f,2,t,t,Private room,2,1 shared bath,1,1,54,1,150,20,49,79,354,118,15,3,4.83,4.87,4.72,4.96,4.99,4.97,4.81,f,2.95,135,2375,4,27
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,74,2,1125,2,23,40,130,121,19,5,4.91,4.94,4.98,4.96,4.98,4.89,4.94,t,4.5,70,2195,5,24
within an hour,1,0.9,t,1,t,t,Private room,2,1 private bath,1,2,42,2,25,0,0,1,2,199,3,0,4.9,4.95,4.83,4.99,4.99,4.97,4.92,f,3.67,114,2023,5,39
within an hour,1,0.98,t,2,t,t,Entire home/apt,3,1 bath,1,1,246,4,5,11,35,64,64,220,29,4,4.99,4.98,4.97,4.99,4.99,4.92,4.9,t,5.02,74,2030,9,55
within an hour,1,0.83,t,1,t,t,Entire home/apt,2,1 bath,1,1,105,3,18,1,31,61,61,236,43,4,4.93,4.97,4.95,5,5,4.84,4.85,f,4.03,102,2056,4,34
within an hour,1,0.9,f,1,t,t,Entire home/apt,6,1 bath,1,2,124,1,30,17,47,73,348,112,3,0,4.94,4.96,5,4.98,4.99,4.89,4.92,f,2.96,0,1874,5,36
within an hour,1,0.99,t,2,t,t,Entire home/apt,3,1 bath,1,1,206,3,1124,13,43,73,348,251,54,4,4.95,4.92,4.99,4.99,5,4.95,4.84,f,4.16,102,1873,6,13
within an hour,1,0.99,t,0,t,f,Entire home/apt,10,2 baths,3,5,156,2,7,4,12,17,78,377,81,4,4.89,4.93,4.95,4.98,4.99,4.86,4.9,t,8.77,82,2601,4,46
within an hour,1,0.92,t,4,t,t,Entire home/apt,4,1 bath,2,2,118,2,1125,8,26,54,234,190,38,3,4.84,4.91,4.93,4.98,4.98,4.91,4.83,f,6.61,102,2173,5,42
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,2,2,153,2,1125,8,24,49,315,359,93,8,4.91,4.95,4.99,4.98,4.98,4.92,4.82,t,41.91,107,1863,5,32
within an hour,0.9,0.97,t,1,t,t,Entire home/apt,4,1 bath,1,2,242,3,1125,22,48,75,75,110,25,2,4.95,4.96,4.95,5,4.95,4.95,4.83,f,4.19,25,2472,5,35
within an hour,1,1,f,15,t,t,Entire home/apt,2,1 bath,1,1,118,1,1125,7,24,44,319,322,69,6,4.58,4.73,4.64,4.89,4.86,4.88,4.54,t,7.49,64,2203,6,20
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,112,2,30,5,19,39,39,323,44,5,4.98,4.98,4.97,5,4.99,4.97,4.94,f,5.43,32,2713,12,26
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,2,82,3,14,1,17,47,137,287,54,3,4.93,4.97,4.97,4.98,4.99,4.91,4.93,t,6.87,83,1853,3,45
within an hour,1,1,f,10,t,t,Private room,2,1 bath,1,1,164,1,1125,23,53,83,173,104,32,2,4.39,4.66,4.6,4.73,4.71,4.93,4.57,t,2.87,0,1852,3,24
within an hour,1,0.61,t,6,t,t,Private room,2,1 shared bath,1,1,169,3,60,30,60,90,214,14,9,1,4.93,4.93,4.93,4.93,5,5,4.93,f,3.09,114,2928,6,29
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,1,2,123,2,8,0,0,0,0,253,63,7,4.91,4.97,4.94,4.98,4.99,4.96,4.9,f,5.52,33,2709,4,47
within an hour,1,1,t,2,t,f,Private room,2,1 private bath,1,1,104,1,30,1,1,16,32,58,0,0,4.95,4.93,4.97,4.98,4.95,5,4.93,t,1.25,10,1967,8,32
within an hour,1,1,t,1,t,t,Entire home/apt,4,1 bath,2,2,199,30,360,0,0,27,35,29,7,1,5,5,5,4.97,5,4.9,4.86,f,0.48,34,1990,8,39
within an hour,1,0.89,t,1,t,t,Entire home/apt,3,1 bath,1,1,70,30,1125,10,36,36,36,213,12,0,4.95,4.97,4.99,4.97,4.99,4.82,4.92,t,5,42,2406,8,27
within a few hours,1,0.73,f,2,t,t,Entire home/apt,8,1 bath,2,6,110,2,90,18,22,49,324,124,26,2,4.75,4.84,4.63,4.93,4.93,4.85,4.69,f,2.03,0,1871,10,30
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,160,2,28,6,36,63,63,287,7,4,4.94,4.98,4.99,5,4.99,4.91,4.86,f,4.9,123,1836,7,45
within an hour,1,0.92,t,2,t,t,Entire home/apt,4,2 baths,2,2,150,30,90,5,6,6,142,25,2,0,4.96,5,4.92,4.96,5,4.88,4.96,f,0.41,0,1981,5,25
within an hour,1,0.95,t,1,t,f,Private room,2,1 shared bath,1,1,51,2,9,13,36,66,156,97,12,2,4.97,4.97,5,5,4.98,4.91,4.94,f,2.28,13,1835,5,27
within a day,1,0.43,f,1,t,f,Entire home/apt,4,1 bath,2,2,151,4,1125,24,48,62,152,49,0,0,4.83,4.92,4.92,4.98,4.94,4.96,4.72,f,1,0,2705,4,22
within an hour,1,1,t,1,t,t,Entire home/apt,7,2 baths,3,6,180,3,90,23,48,71,346,60,12,2,4.63,4.75,4.72,4.98,4.93,4.76,4.73,f,2.74,0,2160,3,35
within a day,1,0.9,t,1,t,t,Entire home/apt,2,1 bath,2,2,180,2,90,5,20,36,126,72,2,0,4.89,4.86,4.7,4.99,5,5,4.72,f,1.8,0,1894,4,21
within an hour,1,1,f,15,t,t,Entire home/apt,2,1 bath,1,1,125,2,1125,11,36,66,341,172,37,4,4.55,4.75,4.57,4.88,4.9,4.92,4.55,f,19.11,64,2203,6,16
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,93,1,1125,6,23,49,324,439,108,8,4.93,4.96,4.95,4.97,4.98,4.93,4.89,t,7.89,41,2182,5,45
within a day,1,0.71,f,1,t,t,Entire home/apt,2,1 bath,1,2,54,30,1125,0,0,30,305,6,5,0,4.83,5,5,5,5,4.83,4.83,f,0.18,0,1827,5,28
within an hour,1,0.99,t,2,t,f,Entire home/apt,8,2 baths,3,4,134,2,1125,5,21,22,22,323,75,5,4.99,4.98,5,5,4.98,4.93,4.95,f,5.42,197,2085,4,43
within an hour,1,0.99,t,1,t,t,Entire home/apt,4,1 bath,1,1,105,1,1125,14,20,20,20,360,74,9,4.87,4.92,4.9,4.98,4.98,4.82,4.87,t,7.32,31,2696,7,38
within an hour,1,1,f,1,t,t,Entire home/apt,5,1 bath,1,3,102,2,1125,4,16,31,285,346,72,7,4.7,4.83,4.85,4.89,4.89,4.71,4.81,t,7.95,187,3157,9,35
within an hour,1,0.99,t,1,t,t,Entire home/apt,4,1 bath,1,2,95,2,30,15,36,52,52,166,43,4,4.84,4.9,4.92,4.98,4.96,4.9,4.78,f,2.94,12,1898,7,36
within a few hours,1,0.9,t,3,t,f,Entire home/apt,4,1 bath,2,2,90,3,14,9,27,54,144,102,13,0,4.84,4.97,4.93,4.97,4.98,4.86,4.9,f,2.2,32,1812,3,24
within an hour,0.9,0.99,t,1,t,t,Private room,2,1 private bath,1,1,138,2,7,0,14,30,30,355,60,3,4.96,4.95,4.99,4.98,4.98,4.92,4.87,t,6.05,251,1812,7,30
within an hour,1,1,f,2,t,t,Entire home/apt,8,3 baths,3,3,329,3,200,11,28,49,223,20,11,3,4.67,4.78,4.61,4.94,5,4.89,4.67,t,0.34,38,2483,5,47
within an hour,1,1,t,3,t,t,Entire home/apt,3,1 bath,1,1,132,2,30,9,28,55,145,204,50,6,4.92,4.94,4.88,4.96,4.97,4.94,4.8,t,8,32,4327,5,23
within an hour,1,1,f,15,t,t,Entire home/apt,4,1 bath,1,1,142,2,1125,13,37,67,342,134,41,1,4.45,4.6,4.62,4.84,4.84,4.91,4.51,t,5.17,64,2203,6,39
within an hour,1,0.96,t,2,t,t,Entire home/apt,2,1 bath,1,1,100,2,15,3,15,28,240,374,67,3,4.99,4.98,5,5,5,4.94,4.97,f,7.33,26,3683,5,43
within an hour,1,0.97,t,1,t,t,Entire home/apt,5,1 bath,2,2,200,3,31,10,24,24,24,51,13,1,4.86,4.9,4.78,5,4.88,4.84,4.76,f,1.19,15,2620,9,53
within a few hours,0.87,0.73,f,6,t,t,Private room,7,2 baths,3,4,185,1,1125,1,1,1,140,35,8,1,4.91,4.91,4.51,5,4.94,4.94,4.94,f,0.99,79,2296,4,20
within an hour,1,0.84,t,4,t,t,Entire home/apt,4,1 bath,2,2,153,2,1125,11,35,65,155,47,46,1,4.91,4.91,5,5,5,4.94,4.83,f,11.19,0,2693,5,43
within an hour,1,1,t,1,t,f,Entire home/apt,4,1 bath,1,2,99,2,1125,9,14,27,302,119,29,6,4.92,4.89,4.95,4.92,4.92,4.95,4.93,t,3.09,174,3413,4,31
within an hour,1,0.98,t,3,t,t,Entire home/apt,6,2 baths,2,2,215,2,14,5,23,32,32,300,72,2,4.83,4.92,4.75,4.96,4.92,4.83,4.76,f,5.57,44,1782,8,46
within a few hours,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,78,28,365,1,1,17,107,26,3,0,5,4.96,4.88,4.92,5,4.92,4.92,f,0.49,55,2555,7,20
within an hour,1,1,t,3,t,t,Entire home/apt,5,2 baths,2,2,115,2,1125,8,25,50,97,139,21,3,4.89,4.93,4.89,4.99,4.99,4.69,4.85,t,4.78,71,1822,8,38
within a day,1,0.93,t,1,t,t,Entire home/apt,6,1 bath,3,3,87,2,25,0,0,0,0,80,0,0,4.86,5,4.86,4.99,4.99,4.91,4.95,f,1.46,35,2244,6,33
within an hour,1,1,t,1,t,t,Private room,2,1 shared bath,1,1,54,1,28,22,52,82,172,159,35,5,4.87,4.92,4.86,4.91,4.93,4.86,4.84,f,159,46,1778,6,53
within an hour,1,0.96,t,2,t,t,Entire home/apt,2,1 bath,1,1,224,1,1125,16,34,52,52,341,45,0,4.83,4.92,4.83,4.97,4.97,4.92,4.69,f,8.4,72,2255,9,29
within an hour,1,1,t,1,t,t,Entire home/apt,6,2 baths,3,4,151,2,1125,15,41,71,346,72,7,0,4.83,4.92,4.9,4.96,4.96,4.82,4.83,f,2.59,0,2421,7,33
within an hour,1,0.94,f,2,t,f,Entire home/apt,4,1 bath,2,2,135,1,1125,10,36,66,156,182,25,4,4.64,4.66,4.81,4.85,4.81,4.61,4.67,f,3.48,0,1756,4,31
within an hour,1,0.99,t,2,t,t,Entire home/apt,7,1 bath,2,4,164,1,29,9,19,19,76,318,66,3,4.98,4.99,4.97,5,4.99,4.92,4.92,f,7.31,89,2724,4,35
within an hour,1,1,t,10,t,t,Entire home/apt,4,1 bath,2,2,148,2,1125,21,45,75,350,214,47,4,4.82,4.93,4.89,4.97,4.91,4.82,4.84,t,4.12,92,1753,3,29
within an hour,1,0.99,t,1,t,t,Entire home/apt,6,2 baths,3,3,135,2,1125,12,34,54,144,68,10,0,4.93,4.91,4.91,4.99,4.96,4.93,4.87,f,1.57,71,2326,7,44
within an hour,1,1,t,1,t,t,Entire home/apt,4,2 baths,2,2,333,3,1125,9,26,50,304,244,35,1,4.98,5,4.99,4.98,4.97,4.99,4.8,f,4.34,170,1948,6,40
within an hour,1,1,t,1,t,t,Private room,3,1 private bath,1,2,101,1,1125,23,53,83,358,89,29,1,4.76,4.91,4.8,4.97,4.95,4.85,4.68,t,1.63,0,2065,9,23
within an hour,1,0.99,t,1,t,t,Entire home/apt,12,4 baths,6,6,393,2,1125,15,37,57,147,37,4,1,4.81,4.83,4.89,5,4.92,4.89,4.69,t,1.25,71,2326,7,38
within an hour,1,1,t,0,t,f,Entire home/apt,2,1.5 baths,1,1,125,2,8,5,19,35,121,17,17,6,5,5,5,5,5,4.94,4.94,t,5.1,75,2015,2,35
within an hour,1,1,t,1,t,f,Private room,2,1 private bath,1,1,70,1,7,5,16,32,32,533,99,12,4.96,4.96,4.98,5,4.98,4.86,4.92,t,13.12,78,1917,3,32
within an hour,1,1,f,1,t,t,Entire home/apt,6,3 baths,1,1,250,2,1125,0,0,0,259,49,20,0,4.73,4.59,4.57,4.9,4.86,4.88,4.51,t,0.91,0,2156,9,32
within a day,1,0.73,t,1,t,t,Entire home/apt,6,2.5 baths,2,3,260,3,1125,8,22,39,271,112,42,5,4.92,4.96,4.84,4.98,4.93,4.96,4.81,f,19.53,100,1935,7,25
